polity_name,truhart_id,dynasty_name,dynasty_id,dyn_start,dyn_end,dynasty_source,rulers_coded,rulers_source,fs_start,fs_end,IACW_primary_start,IACW_primary_end,IACW_partial_start,IACW_partial_end,start_core,pres_country,proxy_location,core_latitude,core_longitude,successor,IACW_successor,fs_successor,dynastic_end_conquest,core_region,state_history,inner_asia_core_dist,EPR1_ID,EPR2_ID,EPR3_ID
Kingdom of Naples,15.615,Anjou,16,1266,1504,Truhart (1996),1,Kokkonen & Sundell 2014,1266,1504,,,,,Naples,IT,"Naples, Italy",40.862838,14.237375,Castillas,0,1,1,Europe,7,1066,4,6,12
Sardinia,15.616,Savoia,297,1720,1861,Truhart (1996),1,Tapsell 1983,1720,1861,,,,,Sardinia,IT,"Sardinia, Italy",40,9,Kingdom of Italy,,,0,Europe,23,1508,4,6,12
Roma,15.631,Roma,255,711,1870,Truhart (1996),1,Tapsell 1983,,,,,,,Rome,IT,"Rome, Italy",41.893333,12.482778,Kingdom of Italy,,,1,Europe,16,1157,4,6,12
Florence,15.66,Dukes of Florence,98,905,1568,Tapsell (1983),1,Kokkonen & Sundell 2014,1537,1568,,,,,Florence,IT,"Firenze, Italy",43.817726,11.370028,Tuscany,0,1,0,Europe,17,1191,4,6,12
Florence,15.665,Medici,205,1569,1736,Truhart (1996),1,Kokkonen & Sundell 2014,1569,1736,,,,,Florence,IT,"Firenze, Italy",43.817726,11.370028,Austria,0,1,0,Europe,23,1191,4,6,12
Venice,15.721,Venice,355,697,1797,Truhart (1996),0,,,,,,,,Venice,IT,"Venice, Italy",45.4375,12.335833,France (Napoleonic),0,0,1,Europe,1,1098,4,6,12
Milan,15.735,Este,95,840,1185,Truhart (1996),1,Tapsell 1983,,,,,,,Milan,IT,"Milan, Italy",45.473702,9.170685,Milan (Dukes of Milan),0,1,0,Europe,14,1345,4,6,12
Milan,15.735,Dukes of Milan,207,1186,1555,Tapsell (1983),1,Kokkonen & Sundell 2014,1396,1555,,,,,Milan,IT,"Milan, Italy",45.473702,9.170685,Spain,0,1,0,Europe,17,1345,4,6,12
Savoia,15.758,Savoia,297,1003,1720,Truhart (1996),1,Kokkonen & Sundell 2014,1003,1720,,,,,Montmélian,FR,"Montmelian, France",45.484468,6.04084,Sardinia,0,1,0,Europe,12,1579,4,5,12
Napoli,15.812,Dukes of Napoli,232,661,1129,Truhart (1996),1,Kokkonen & Sundell 2014,1072,1129,,,,,Melfi,IT,"Melfi, Italy",40.994141,15.652962,Sicily (Norman),0,1,0,Europe,9,954,4,6,12
Sicilia,15.815,Norman,232,1061,1129,Truhart (1996),1,Kokkonen & Sundell 2014,1061,1129,,,,,Palermo,IT,"Palermo, Italy",38.111111,13.351667,Sicily (Norman),0,1,0,Europe,16,1294,4,6,12
Calabria,15.823,Counts and Dukes of Apulia,76,1059,1101,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Melfi,IT,"Melfi, Italy",40.994141,15.652962,Naples (Norman),0,1,1,Europe,13,954,4,6,12
Moldavia,15.914,Voivodes of Moldavia,356,1342,1861,Tapsell (1983),1,Kokkonen & Sundell 2014,,,,,,,Baia,RO,"Baia, Romania",47.4203,26.2169,Romania,0,0,0,Europe,3,51,4,6,12
Wallachia,15.916,Voivodes of Wallachia,357,1247,1861,Tapsell (1983),1,Kokkonen & Sundell 2014,,,,,,,Campulung,RO,"Campulung Moldovenesc, Romania",47.524305,25.573409,Romania,0,0,0,Europe,0,78,4,6,12
Bulgaria,15.943,Sishman,313,980,1018,Truhart (1996),1,Tapsell 1983,980,1018,,,980,1018,Ohrid,MK,"Ohrid, North Macedonia",41.116944,20.801667,Byzantine Empire I,0,0,1,Europe,11,587,4,6,12
Bulgaria,15.944,Asen,27,1185,1279,Truhart (1996),1,Tapsell 1983,1185,1279,,,,,Ohrid,MK,"Ohrid, North Macedonia",41.116944,20.801667,Bulgaria (Cumans),0,1,0,Europe,13,587,4,6,12
Bulgaria,15.944,Cumans,79,1280,1323,Truhart (1996),1,Tapsell 1983,1280,1323,,,,,Vidin,BG,"Vidin, Bulgaria",43.993056,22.872222,Bulgaria (Sishman),0,1,1,Europe,12,278,4,6,12
Bulgaria,15.944,Sishman,313,1324,1393,Truhart (1996),1,Tapsell 1983,1324,1393,,,,,Tarnovo,BG,"Tarnovo, Bulgaria",43.077778,25.616667,Ottoman Empire,0,0,1,Europe,19,155,4,6,12
Croatia,15.959,Trpimirci,339,925,1102,Truhart (1996),1,Kokkonen & Sundell 2014,925,1102,,,,,Nin,HR,"Nin, Croatia",44.235335,15.170075,Hungary (Arpads),0,0,1,Europe,1,883,4,6,12
Serbia,15.964,Nemanja,227,1169,1389,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Stari Ras,RS,"Novi Pazar, Serbia",43.144835,20.516939,Disintegration,,,0,Europe,13,488,4,6,12
Bosnia,15.974,Kotromanovic,175,1377,1463,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Jajce,BA,"Jajce, Bosnia and Herzegovina",44.34203,17.27059,Ottoman Empire,0,0,1,Europe,12,715,4,6,12
Bolgar,16.111,Volga Bolgars,524,900,1370,Truhart (1996),0,,,,900,1370,,,Bolghar,RU,"Bolghar, Russia",54.978889,49.056389,Mongols,1,0,1,Inner_Asia,0,0,5,10,13
Pechenegs,16.116,Pechenegs,245,896,1091,Truhart (1996),0,,,,896,1091,,,Crimea,RU,"Crimea, Russia",45.3,34.4,Cumans,1,0,1,Inner_Asia,4,0,5,6,12
Novgorod,16.121,Ryurik,287,800,1456,Tapsell (1983),1,Tapsell 1983,,,,,1000,1350,Novgorod,RU,"Novgorod, Russia",58.55,31.266667,Muscovy,0,0,1,Europe,0,504,4,10,17
Polotsk,16.122,Ryurik,287,862,1306,Tapsell (1983),0,,,,,,1000,1306,Polotsk,BR,"Polotsk, Belarus",55.483333,28.8,Lithuania,0,0,1,Europe,0,414,4,10,17
Kiev,16.123,Ryurik,287,864,1230,Tapsell (1983),1,Kokkonen & Sundell 2014,,,,,1000,1230,Kiev,UA,"Kiev, Ukraine",50.469863,30.431971,Mongols,1,0,1,Europe,4,5,4,10,12
Pinsk,16.131,Ryurik,287,978,1317,Tapsell (1983),0,,,,,,1000,1317,Pinsk,BR,"Pinsk, Belarus",52.115278,26.103056,Lithuania,0,0,1,Europe,1,248,4,10,12
Galic,16.132,Ryurik,287,988,1083,Tapsell (1983),0,,,,,,1000,1083,Halych,"""","Halych, Ukraine",49.124722,24.728611,,,,,Europe,0,172,4,10,12
Paremysl,16.134,Ryurik,287,1084,1238,Tapsell (1983),0,,,,,,1084,1238,Halych,UA,"Halych, Ukraine",49.124722,24.728611,,,,,Europe,1,172,4,10,12
Galic,16.137,Ryurik,287,1125,1263,Tapsell (1983),1,Tapsell 1983,,,,,1125,1263,Lviv,UA,"Lviv, Ukraine",49.8425,24.032222,Disintegration,,,0,Europe,2,206,4,10,12
Galicia-Volhynia,16.143,Ryurik,287,1264,1377,Tapsell (1983),1,Tapsell 1983,,,,,1264,1350,Lviv,UA,"Lviv, Ukraine",49.8425,24.032222,Lithuania,0,0,1,Europe,3,206,4,10,12
Smolensk,16.148,Ryurik,287,988,1404,Tapsell (1983),1,Tapsell 1983,,,,,1000,1404,Smolensk,RU,"Smolensk, Russia",54.782778,32.045278,Lithuania,0,0,1,Europe,1,193,4,10,12
Chernigov,16.149,Ryurik,287,1024,1250,Tapsell (1983),1,Tapsell 1983,,,,,1024,1250,Chernigov,RU,"Chernigov, Ukraine",51.493889,31.294722,Disintegration,,,0,Europe,3,6,4,10,12
Pereyaslav-Rus,16.15,Ryurik,287,1054,1339,Tapsell (1983),1,Tapsell 1983,,,,,1054,1339,Pereyaslav,UA,"Pereiaslav, Ukraine",50.065,31.445,Lithuania,0,0,1,Inner_Asia,3,0,5,10,12
Novgorod-Seversk,16.154,Ryurik,287,1097,1393,Tapsell (1983),0,,,,,,1097,1350,Novgorod-Seversk,UA,"Novhorod-Siverskyi, Ukraine",51.997222,33.266667,Lithuania,0,0,1,Europe,1,31,5,10,12
Murom-Ryazan,16.16,Ryurik,287,1129,1500,Tapsell (1983),1,Tapsell 1983,,,,,1129,1350,Ryazan,RU,"Ryazan, Russia",54.63,39.7425,Muscovy,0,1,1,Europe,2,0,5,10,12
Vladimir-Suzdal,16.17,Ryurik,287,1169,1328,Tapsell (1983),1,Tapsell 1983,,,,,1169,1328,Vladimir,RU,"Vladimir, Russia",56.128611,40.405833,Muscovy,0,0,0,Europe,3,133,5,10,17
Mongols (Golden Horde),16.191,Chinggisids,70,1237,1502,Truhart (1996),1,Tapsell 1983,,,1237,1502,,,Sarai,RU,"Sarai, Russia",53.719218,41.012101,Samarqand (Timurids),1,0,1,Inner_Asia,1,0,5,10,12
Galic,16.204,Ryurik,287,1247,1363,Truhart (1996),0,,,,,,1247,1350,Halych,UA,"Halych, Ukraine",49.124722,24.728611,,,,,Europe,3,172,4,10,12
Muscovy,16.231,Ryurik,287,1276,1546,Tapsell (1983),1,Kokkonen & Sundell 2014,1359,1546,,,1276,1350,Moscow,RU,"Moscow, Russia",55.741469,37.615561,Russia,0,1,0,Europe,2,25,5,10,17
Russia,16.261,Ryurik,287,1547,1597,Truhart (1996),1,Kokkonen & Sundell 2014,1547,1597,,,,,Moscow,RU,"Moscow, Russia",55.741469,37.615561,Russia (Godunov),0,1,0,Europe,5,25,5,10,17
Russia,16.261,Godunov,114,1598,1605,Truhart (1996),1,Kokkonen & Sundell 2014,1598,1605,,,,,Moscow,RU,"Moscow, Russia",55.741469,37.615561,Russia (Romanov),0,1,0,Europe,5,25,5,10,17
Russia,16.261,Romanov,285,1613,1917,Truhart (1996),1,Kokkonen & Sundell 2014,1613,1682,,,,,Moscow,RU,"Moscow, Russia",55.741469,37.615561,Soviet Union,0,0,0,Europe,6,25,5,10,17
Crimea,16.271,Khanate of Krim,162,1441,1783,Tapsell (1983),1,Tapsell 1983,,,1441,1783,,,Chufut-kale,RU,"Chufut-kale, Russia",44.741111,33.924444,Russia,0,0,1,Inner_Asia,13,27,5,6,12
Lithuania,16.436,Grand Dukes of Lithuania,185,1253,1568,Tapsell (1983),1,Kokkonen & Sundell 2014,,,,,,,Kernave,LT,"Širvintos, Lithuania",55.049942,24.949134,Poland,0,0,0,Europe,1,583,4,10,12
Poland I,16.522,Piast,251,962,1079,Tapsell (1983),1,Kokkonen & Sundell 2014,,,,,,,Gniezo,PL,"Gniezno, Poland",52.532689,17.599834,Division,,,0,Europe,2,711,4,10,12
Poland (Greater),16.523,Piast,251,1080,1149,Truhart (1996),0,,,,,,,,Poznan,PL,"Poznan, Poland",52.408333,16.933611,Poland,0,0,1,Europe,2,749,4,10,12
Poland (Lesser),16.524,Piast,251,1080,1306,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Krakow,PL,"Krakow, Poland",50.052652,19.987345,Poland,0,0,0,Europe,1,495,4,10,12
Masovia,16.525,Masovia,204,1138,1495,Truhart (1996),1,Tapsell 1983,,,,,,,Warsaw,PL,"Warsaw, Poland",52.23,21.011111,Poland,0,0,0,Europe,2,485,4,10,12
Poland II,16.551,Piast,251,1319,1385,Truhart (1996),1,Kokkonen & Sundell 2014,1319,1385,,,,,Krakow,PL,"Krakow, Poland",50.052652,19.987345,Poland (Jagiello),0,0,0,Europe,4,495,4,10,12
Poland II,16.551,Jagiello,144,1386,1572,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Krakow,PL,"Krakow, Poland",50.052652,19.987345,Poland (Elected Kings),0,0,0,Europe,4,495,4,10,12
Poland II,16.551,Elected Kings,93,1573,1795,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Krakow,PL,"Krakow, Poland",50.052652,19.987345,Partition (Brandenburg; Russia; Austria),0,1,1,Europe,6,495,4,10,12
Transylvania,16.625,Princes of Transylvania,257,1334,1691,Tapsell (1983),1,Kokkonen & Sundell 2014,,,,,,,Alba Iulia,RO,"Alba Iulia, Romania",46.071674,23.576057,Austria,0,1,1,Europe,9,239,4,6,12
Hungary,16.631,Arpad,25,1000,1300,Truhart (1996),1,Kokkonen & Sundell 2014,1200,1300,,,1000,1100,Esztergom,HU,"Gran, Hungary",47.787412,18.737974,Hungary (Angevin),0,1,0,Europe,8,576,4,10,12
Hungary,16.631,Anjou,16,1301,1386,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Esztergom,HU,"Gran, Hungary",47.787412,18.737974,Hungary (Sigismund),0,0,0,Europe,11,576,4,10,12
Hungary,16.631,Habsburg,120,1445,1457,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Esztergom,HU,"Gran, Hungary",47.787412,18.737974,Hungary (Korvin),0,0,0,Europe,12,576,4,10,12
Hungary,16.631,Korvin,173,1458,1489,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Buda,HU,"Buda, Budapest, Hungary",47.495695,19.01294,Hungary (Jagiello),0,0,0,Europe,12,559,4,6,12
Hungary,16.631,Jagiello,144,1490,1526,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Buda,HU,"Buda, Budapest, Hungary",47.495695,19.01294,Ottoman Empire,0,0,1,Europe,12,559,4,6,12
Austria (Duchy),16.722,Babenburgs,34,1156,1251,Truhart (1996),1,Tapsell 1983,1156,1251,,,,,Melk,AT,"Melk, Austria",48.233333,15.35,Austria (Habsburg),0,1,1,Europe,9,825,4,10,12
Austria,16.735,Habsburg,120,1276,1918,Truhart (1996),1,Kokkonen & Sundell 2014,1276,1918,,,,,Vienna,AT,"Vienna, Austria",48.198674,16.348388,Disintegration,,,0,Europe,12,751,4,10,12
Bohemia (Duchy),16.818,Przemysl,258,895,1197,Truhart (1996),1,Tapsell 1983,,,,,,,Prague,CZ,"Prague, Czechia",50.06694,14.460249,Bohemia (Przmysl),0,0,0,Europe,7,891,4,10,12
Bohemia,16.82,Przemysl,258,1198,1305,Truhart (1996),1,Kokkonen & Sundell 2014,1204,1305,,,,,Prague,CZ,"Prague, Czechia",50.06694,14.460249,Bohemia (Luxemburg),0,0,0,Europe,10,891,4,10,12
Bohemia,16.82,Luxemburg,190,1310,1436,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Prague,CZ,"Prague, Czechia",50.06694,14.460249,Bohemia (Habsburg),0,1,0,Europe,12,891,4,10,12
Bohemia,16.82,Habsburg,120,1437,1457,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Prague,CZ,"Prague, Czechia",50.06694,14.460249,Bohemia (Jagiello),0,0,0,Europe,13,891,4,10,12
Bohemia,16.82,Jagiello,144,1471,1525,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Prague,CZ,"Prague, Czechia",50.06694,14.460249,Austria,0,1,0,Europe,13,891,4,10,12
Holy Roman Empire,16.913,Holy Roman Emperors,133,962,1806,Tapsell (1983),1,Kokkonen & Sundell 2014,,,,,,,Swabia,DE,"Tubingen, Germany",48.523078,9.059097,France (Napoleonic),0,0,1,Europe,9,1289,4,10,12
Palatinate,17.421,Palatinate Dynasty,241,1257,1676,Tapsell (1983),1,Kokkonen & Sundell 2014,1257,1676,,,,,Heidelberg,DE,"Heidelberg, Germany",49.37625,8.769869,France,0,1,1,Europe,12,1306,4,10,12
Brandenburg,17.693,Askanien,30,1157,1319,Truhart (1996),1,Tapsell 1983,1157,1319,,,,,Brandenburg an der Havel,DE,"Brandenburg, Germany",52.421197,12.523106,Brandenburg (Luxemburg),0,1,0,Europe,3,1041,4,10,12
Brandenburg,17.693,Luxemburg,190,1323,1410,Truhart (1996),1,Tapsell 1983,1323,1410,,,,,Brandenburg an der Havel,DE,"Brandenburg, Germany",52.421197,12.523106,Brandenburg (Hohenzollern),0,1,0,Europe,5,1041,4,10,12
Brandenburg,17.693,Hohenzollern,131,1411,1701,Truhart (1996),1,Kokkonen & Sundell 2014,1411,1701,,,,,Berlin,DE,"Berlin, Germany",52.52045,13.40732,Prussia (Hohenzollern),0,1,0,Europe,7,984,4,10,12
Saxony,17.706,Wettin,361,1485,1806,Truhart (1996),1,Kokkonen & Sundell 2014,1499,1806,,,,,Wittenberg,DE,"Wittenberg , Germany",51.822827,12.663891,Disintegration,,,0,Europe,6,1022,4,10,12
Prussia (Teutonic),17.781,Teutonic Knights,332,1239,1632,Truhart (1996),0,,,,,,,,Konigsberg,RU,"Konigsberg, Russia",54.711472,20.509306,Brandenburg,0,1,0,Europe,1,687,4,10,12
Prussia,17.811,Hohenzollern,131,1701,1806,Tapsell (1983),1,Kokkonen & Sundell 2014,1701,1806,,,,,Berlin,DE,"Berlin, Germany",52.52,13.405,France (Napoleonic),0,0,1,Europe,10,984,4,10,12
Bavaria,17.9211,Wittelsbach,362,1623,1804,Tapsell (1983),1,Kokkonen & Sundell 2014,1545,1804,,,,,Munich,DE,"Munich, Germany",48.152126,11.544467,Bavaria,0,0,0,Europe,16,1108,4,10,12
